length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label,Cluster,cluster
-0.1328221323654145,-0.3501367847700106,0.3125871744083509,-0.0106896860423769,-0.0618558899196898,-0.5835852036708817,-0.8483113146183655,-0.4564024846375457,-0.5310420135179904,-0.4864725210106859,-0.6619336134462468,-0.4920450929782975,-0.734349372034138,0.1905028187442908,-0.3749916218367667,0.3727567170789312,0.0043264338578729,0.1253630685294871,0.3084703678498167,-0.4274445811742503,0.7030934508766054,-0.9363980868137356,-0.4726906074920726,-0.8108436287396164,0.3646645785828228,-0.5968416079967426,-0.4273210336368631,-0.0642357817263342,0.3371742097835848,-0.5559723689682965,-0.8631536202469375,-0.8344324995146072,0.4995180228717577,-0.469595329653524,-0.6377040583001761,-0.1611866313387263,0.4092586160127999,-0.4997151149272377,-0.3383679087845084,-0.3614779611540635,0.6453847567289178,-0.5344100081109676,0.1821901402882163,-0.8043497827612442,0.7922872310446859,-0.7030922691626934,-0.2655576621873412,-0.3865282679997122,-0.0863957537941191,-0.2461138530148393,0.5004624101720507,-0.7802647611170677,-0.2370403884554288,-0.6431766673582692,0.0067229050380186,-0.3005973362648282,0.6040640654370429,-0.512987581115157,blues,8,8
-0.1328221323654145,-0.4624815513221668,1.1175723296651474,-0.5328523184467518,-0.1868206815814289,-0.9385157135172828,-0.2341944879417213,-0.3868516244629268,0.7962519400666774,-0.6486814518416334,0.7958233179929373,-1.138098484185398,-0.5091423753250124,0.3003463137313298,-0.6388209368900384,0.2013267366415721,-0.4012423627379162,-1.823210654452312,-0.6291591190146953,1.450498072227648,0.7803553382145515,-0.3341065750966798,0.8245184241357653,0.3641969707007627,-0.0249034183019243,0.37923339977768,0.3317301903410072,1.0477676444116713,0.5811362829262255,0.4273035367342451,-0.3453678163777046,1.4473350382167305,1.2671128470758972,1.3248850836543755,-0.375082407971826,1.9643552266485569,0.5257197154847202,0.616231809293393,0.0683088965096942,0.7771622401387169,0.134769980591654,0.8441292773031096,0.4157749712840476,-0.089246421939155,0.4870750841632209,0.24361581911778,-0.4399034604680316,-0.3084242881142059,-0.0481019634627642,-0.1591750515491274,0.7113709457826471,-0.0693044433035773,-0.0549816528676825,-0.4534562085317434,0.5448056276923239,-0.4070869883263525,0.4241270630826328,-0.5384212918194953,blues,3,3
-0.1328221323654145,-0.1842245638466474,-0.1377012432278127,0.679977622243722,-0.0840929381588803,-0.9068847660730592,-0.7816937845706572,-0.940662868678094,-0.6309157412506247,-0.9715915988963004,-0.7444057315215732,-0.653614905291756,-0.6549703776366433,0.2186667551653294,0.3264204699841346,0.3475593773105229,0.2751320110573464,1.4864991250241262,0.5365420141166392,-0.1548586988552564,1.305820225249776,-0.451433593540336,-0.9305238881888176,-0.1968823861339052,-0.2766583636259509,-0.6572360629299893,-1.0511194259605048,-0.1877599869247443,0.9406423548223872,-0.7697691685681699,-0.8591260202070526,-0.1607856211603087,0.1454155862584296,0.4478899479252181,-0.5784673166181402,-0.5856716141346344,0.250711058332924,-0.3765361842494294,-1.0439020451182517,-0.4662018866146697,0.1965765525917717,-0.1285099234925912,-0.66672299992076,-0.2259228134424913,-0.5711084823999791,-0.2048310641189471,-1.100346654187862,-0.7758922921948861,0.284824890492195,-0.5962433975601459,-0.8275160239320982,-0.4480905286850092,-0.6009829376401176,-0.3295192729038707,-0.295934038188329,-0.5272970516947779,-0.296188879335192,-0.8749539046720956,blues,8,8
-0.1328221323654145,0.319639046441501,0.9906593049864196,0.1548096884539963,0.907028750769862,-1.581428565989931,-0.7120946644688633,-1.2282562629597833,0.3045651221199907,-1.5163897240946766,-0.2465302006736258,-1.681901420473925,-0.8482429919770131,0.2176880801124747,0.5593044648583708,0.352167168115128,-0.455262613123484,-1.999337117218242,-0.5497266342771618,0.6354394699742978,1.6138045633241689,-0.5705030108764676,0.6726515147501035,-0.7356285000854209,-0.5663532884677819,-0.535208759207487,0.2387380241145422,0.9296299051507696,-0.0337562060043751,-0.0063988513969924,0.0298960424195204,0.6774797048418808,-0.0796208353715101,-0.1687944435320947,0.7530244577454157,0.0898598512155841,0.0514060948206574,-0.2837895070271309,0.4139388424537051,0.9099947064301152,0.2394998866601622,-0.6261670857105557,0.3754944885149468,-0.334130419955896,-0.5715688517983297,-0.0718552027000995,0.2049858226004348,-0.3311629925902428,-0.0802485534381185,-0.4828425146536112,0.1421534609833911,-0.3713702901476143,0.0334272027096081,-0.7675914279117545,0.4554086658513474,-0.7797437903839859,-0.6028806569004144,-0.8445084447389998,blues,5,5
-0.1328221323654145,-0.8590766854849967,0.1941631573334146,-0.6001650091676825,-0.205908889236571,-0.512542391708156,-0.3151783011072834,-0.9397697952873828,-0.5044626532416128,-0.6301074659259248,-0.1905171092802516,-0.0514773526921116,-0.3415040586953099,0.2069818739665386,-0.6633182375834578,0.3562084729325674,-0.3965128762347326,0.5838510033487343,-0.1583632928392498,0.5226891565127438,0.8515147241601733,0.3346661562806545,-1.230061374769011,-0.4686186957870205,-0.8491891774766019,-0.2323239423298261,-2.5651391076334007,1.607193203938308,-0.3195286425697303,0.1110374879953922,-1.834161532322204,-0.395915545723475,-0.9199372432824394,0.8889884996009199,-0.5796502269824363,1.0514789216160387,-0.8221668925802204,0.4886817247611194,-1.037241052965875,0.1233819080964544,-1.0853837803602595,0.5446254201359373,-0.3465977714245157,0.6543524309140688,-1.8647321320120835,0.1794566078300857,-1.0870833655265406,0.3812549882849541,-1.2386156220289932,0.7513175152825466,-0.3272196163117559,0.3776200046277204,-0.3683754227074476,-0.2936959383426553,-0.553016255823246,-0.0893829796932376,-2.7660085498847184,-0.3302873964052556,blues,5,5
-0.1328221323654145,-0.9334025548137452,0.1542477645591448,-0.417912506571759,0.2557638635425007,-0.5167490927458813,1.3995312445506534,-0.974973130527838,0.6724726078568269,-0.6925215604384652,1.0040179452574705,-0.2289656401395622,1.0744684999775858,0.2175322830057567,-0.3826902411843032,0.3410500745729685,-0.3737112145917841,-1.7581549339712024,-0.3324166395028465,1.2854169372312956,0.5955958228490622,5.669422920300465,-0.3987849254717885,0.6483884992114521,-0.3320088521271415,2.283542457386724,-1.6866652425266009,2.571606039279349,-0.2292184703340082,2.0332802913335617,-1.5703260855531322,0.9144070925178523,-0.6628962798946338,1.1099300522207518,-0.1922728832520953,2.1194146386202783,-1.0919281234385252,0.5009516266719185,-0.8441004137560918,0.0261128138651672,-1.0245958215845652,0.3077964029967439,-0.7374268022043194,0.3747508909652382,-2.34086906318694,-0.4998697333360186,-0.0071209281310285,-0.0827056526661442,-1.4693546666066928,0.3500147357629389,0.4679059041244949,0.1813497192072004,-0.8511381846457724,-0.6184462597733944,-0.1915645074089299,-0.7111399885113171,-1.8290697319102809,-0.5268138877016791,blues,5,5
-0.1328221323654145,-1.0696719401870871,0.9883686509877592,0.1667083259089938,1.5833451519841817,-1.037467581473939,-0.0794416143802764,-1.6225200401241242,0.4973069622933473,-1.128293403740847,-0.1564921510003365,-0.7311022839661317,-0.3563796427338085,0.2116691789316639,0.3763328415966722,0.3448719049141374,0.0436918161955913,-1.6894850067966984,-0.4549781325295635,2.133727375259835,0.9814657469025844,2.7931065123529084,-1.2661189953124443,2.9240493028693115,-0.1959263049156224,2.2371105024469493,1.003143192044367,9.027674065403575,-1.287772416599203,2.243485056157169,-1.5845035064561603,0.6149650566182617,-0.9414909049146208,0.3587078345289433,0.0613449417512905,1.0735663750298703,-1.6697321185388183,1.9533329774477903,-0.2669194252054474,0.3119314515276144,-1.1322707125989075,-0.1363161442820937,-0.2919223942217537,0.3396212317594125,-2.343699482450874,-0.0457069628564413,-0.5472759746919821,0.6936369114966153,-2.450739489143275,0.6668813951307783,-1.5277112525110892,-0.1712807963140471,-1.9339806155774883,-0.7410485694771617,-0.2950774258055556,-0.4843408914729786,-1.4049528719958055,0.0009792575328303,blues,5,5
-0.1328221323654145,-0.8660718209919435,0.8488796756643229,0.0135944565441824,0.6826207418222454,-1.0482269143871146,-0.0502207680846544,-1.264644082611134,0.322929309411972,-1.0271336889358968,-0.1510947217162577,-1.008853475520874,-0.3763513070319803,0.2289519878627149,0.0586425760695033,0.3210628466697265,-0.1279675259209767,-0.9635457766662242,-0.3481174037553895,1.0205381526421655,1.1788117932058837,1.7597373515970185,-0.8188647210763031,0.4297755577514398,0.2216451274230558,1.1370337742740904,0.5279685943364584,4.724377735512365,-0.3130794356767559,0.1325535789958077,-1.55360137080219,0.8121312845525354,-0.1537587623924283,1.53788830797557,-0.5269691353777393,2.1121637381803646,-1.4115280219829036,2.627014947671369,-0.3520704612267337,1.887826808127722,-1.7015316531945233,0.4614489853493271,0.2037822499799851,0.7679982586924318,-1.962395694418521,-0.2112507741251772,-1.045206096836781,0.5708108715886339,-2.09196920340886,0.287500802418574,-1.4520111722420996,-0.3150617609280068,-2.92001931483567,-0.0945551061916439,-0.629160256168131,-0.0184199939577937,-1.9648504486128424,-0.3036033537793039,blues,5,5
-0.1328221323654145,0.3697775414417091,0.0223313425051447,0.1749694149329169,-0.4250972666125889,-0.6741339353846311,-0.7646855021147888,-0.4007211996474556,-0.327116262093883,-0.5014174114156638,-0.4081996192078503,-0.9470677482556232,-0.7460846121027898,0.218761373682863,0.0139161099743403,0.347317436320507,-0.3393359914969759,-1.2796806026907854,0.2306768667633876,-0.4065042825583316,0.7329471761484783,-0.666195538582295,-0.2683556891772087,-0.4427504096976253,0.5906834247495159,-0.2309021994630006,-0.5760873887748779,0.0273991331328682,0.4689561066745829,-0.2953571644468238,-1.4135530018271276,-1.0056819025609014,1.2354102657663326,-0.2712730569245617,-0.5850593639374574,-1.1643621204774974,1.6928827888881892,-0.6282351008460111,-0.1023390320491324,-0.6980176339767902,0.3755492901020397,-0.3753519132416554,-1.286620625359043,-0.1776566283449453,0.6551143915654818,-0.4133227984773202,-0.269731782370137,-0.8825360788498701,-0.5682538925225911,-0.3011162401096482,-0.6763823095906211,-1.0082558968560236,0.5656724195985672,-0.780084214398516,1.52928790619591,-0.8755866743121054,-0.4225050614403939,-0.7456476270112236,blues,8,8
-0.1328221323654145,-1.2824655826340572,0.7729671901404135,-0.7557630385726724,0.3566140573290546,-0.5374911609478215,-0.427890826147732,-0.5109136084896003,-0.2386646280911729,-0.3990197835647792,-0.3346786179834866,-0.584628823496545,-0.5322603132781377,0.2164281557679317,-0.4566293543529326,0.3440199317209185,-0.6146064942289324,-1.3718865936146158,-0.6864393928637321,0.8615736415253633,0.4985222456268529,0.2082002177511008,-0.1279133651141878,0.6992171995630534,0.1634107703716873,1.121212698455357,-1.5715169382618686,3.550240271862723,-0.131479520948715,2.2148473211845414,-0.4070740853109864,0.1774708739773406,-0.1059209230175728,-0.4920292101835804,-0.858304632039953,0.5448594587917036,-0.4366184874322255,0.2972039696673937,-0.0036837057285886,0.2461570376370113,-0.1027179273895304,1.097200100143105,0.8136218938991648,0.2555140822508973,-1.3766409326011808,0.5990220525146159,0.7101134289940858,1.2132820781648344,-0.5086821652397855,-0.0419473890531247,0.4506342450975249,-0.1259677387037533,-0.7241359722674747,0.5668975944156074,1.388017993366652,0.2920196092365124,-0.8187178260126244,0.4721224177317157,blues,5,5
